Unnamed: 0,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size,battery_life
198,DELL Inspiron Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,"₹1,04,697",0,4.5,79 Ratings & 24 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
199,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"₹1,04,500","₹1,18,156",4.7,26 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,8 hours
200,DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,"₹1,03,990","₹1,31,719",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,10 hours
201,DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/120 H...,"₹1,03,990","₹1,14,359",4.5,13 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
202,DELL G15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹1,02,990","₹1,13,162",4.4,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,4 hours
203,DELL 7000 Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 7420...,"₹1,02,990","₹1,23,494",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,4 hours
204,Lenovo Yoga 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL5 2 in 1 Laptop,"₹1,02,990","₹1,39,890",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 Inch) Touchscreen Display,8 hours
205,HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"₹1,02,551",0,0.0,0,8 GB DDR4 RAM,1 TB HDD|128 GB SSD,Intel Core i5 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
206,DELL Inspiron Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹1,02,500","₹1,05,000",4.3,71 Ratings & 10 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 Inch) Touchscreen Display,6 hours
207,Lenovo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82BH004HIN Laptop,"₹1,02,499","₹1,39,000",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,7 hours
208,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,"₹1,01,990","₹1,28,665",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
209,ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,01,990","₹1,49,990",0.0,0,8 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 Inch) Display,8 hours
210,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G1...,"₹1,01,990","₹1,28,665",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
211,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹1,01,700","₹1,23,850",5.0,4 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,8 hours
212,Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 L...,"₹1,01,499","₹1,30,090",0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,6 hours
213,HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 14-eb0019TX T...,"₹1,00,990","₹1,18,776",4.0,3 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,6 hours
214,MICROSOFT Surface Laptop 3 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1867 Laptop,"₹1,00,190","₹1,04,999",4.3,57 Ratings & 8 Reviews,8 GB LPDDR4X RAM,128 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.02 cm (13 inch) Touchscreen Display,6 hours
215,HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dy0050TU Thin an...,"₹99,999","₹1,05,000",4.5,128 Ratings & 14 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,7 hours
216,HP Pavilion x360 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1013TU 2 in 1 Laptop,"₹99,999","₹1,02,500",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,10 hours
217,ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Lapt...,"₹99,990","₹1,22,990",4.3,30 Ratings & 7 Reviews,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,4 hours
218,acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin a...,"₹99,990","₹1,39,999",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,5 hours
219,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,"₹99,990","₹1,49,999",4.5,"1,412 Ratings & 194 Reviews",16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Octa Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
220,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,"₹99,990","₹1,45,128",0.0,0,8 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,6 hours
221,ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10/1 GB Graphics/NVIDIA GeForce GTX INTEL) FX766HCB-HX1...,"₹99,990","₹1,16,990",0.0,0,8 GB DDR4 RAM,1 TB SSD,Intel Core i5 Processor (11th Gen),Windows 10 Operating System,Bank Offer,43.94 cm (17.3 inch) Display,7 hours
222,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EAR-K...,"₹99,990","₹1,45,128",0.0,0,8 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,10 hours
223,ASUS ZenBook Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX325EA-KG701WS Thin and Light Laptop,"₹99,990","₹1,28,990",5.0,1 Ratings & 1 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 Inch) Display,8 hours
224,ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹99,990","₹1,62,990",4.4,88 Ratings & 17 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 inch) Touchscreen Display,5 hours
225,ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹99,990","₹1,42,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display,10 hours
226,MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,"₹99,990","₹1,24,999",3.8,9 Ratings & 0 Reviews,8 GB DDR4 RAM,128 GB SSD,AMD Ryzen 5 Quad Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",38.1 cm (15 inch) Touchscreen Display,4 hours
227,ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹99,990","₹1,36,990",4.4,30 Ratings & 4 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
228,ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX R...,"₹99,990","₹1,42,990",0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 9 Octa Core Processor (10th Gen),Windows 11 Operating System,Bank Offer,42.16 cm (16.6 inch) Display,7 hours
229,ASUS Zephyrus G14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB ...,"₹99,900","₹1,45,000",0.0,0,8 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,7 hours
230,acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,"₹99,500","₹1,19,999",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
231,HP Pavilion Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv1029TU Thin and Light Laptop,"₹99,500","₹1,00,168",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display,12 hours
232,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹98,990","₹1,17,990",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inches) Display,12 hours
233,ASUS Pro P5 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light ...,"₹98,912",0,0.0,0,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,4 hours
234,DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G...,"₹98,000","₹1,12,800",4.5,4 Ratings & 1 Reviews,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,4 hours
235,Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop,"₹97,990","₹1,52,490",0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
236,HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹97,899","₹1,13,800",4.6,9 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,10 hours
237,Lenovo Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX 16...,"₹97,699","₹1,22,999",0.0,0,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i7 Processor (10th Gen),Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
238,DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-...,"₹97,626","₹1,01,681",0.0,0,8 GB DDR4 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,Bank Offer,38.0 cm (14.96 Inch) Display,4 hours
239,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga Slim 7 14ITL05b ...,"₹96,990","₹1,04,033",4.4,18 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,7 hours
240,lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹95,990","₹1,39,890",4.6,82 Ratings & 14 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,10 hours
241,ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹95,990","₹1,15,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,6 hours
242,ASUS Ryzen 7 Octa Core 7th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX NVID...,"₹95,000","₹1,45,000",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor (7th Gen),Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,10 hours
243,acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹94,990","₹1,30,990",4.6,983 Ratings & 136 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
244,acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"₹94,990","₹1,19,990",4.4,397 Ratings & 55 Reviews,16 GB DDR4 RAM,1 TB HDD|256 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,4 hours
245,ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325EA-KG701TS Thin a...,"₹94,990","₹1,28,990",4.6,32 Ratings & 5 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,6 hours
246,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹94,990","₹1,16,990",4.3,6 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,5 hours
247,ASUS TUF Gaming F17 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"₹94,990","₹1,01,990",4.5,154 Ratings & 22 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",43.94 cm (17.3 inch) Display,8 hours
248,ASUS TUF Gaming F15 Core i7 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹94,990","₹1,27,990",3.0,4 Ratings & 0 Reviews,8 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display,8 hours
249,MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 206...,"₹94,990","₹1,14,990",4.5,"1,115 Ratings & 201 Reviews",16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
250,ASUS TUF Gaming F17 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹94,990","₹1,13,990",0.0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display,8 hours
251,Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹94,949","₹97,890",4.1,182 Ratings & 19 Reviews,8 GB DDR4 RAM,,Intel Core i5 Processor (9th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,4 hours
252,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹94,617","₹1,16,990",4.3,6 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Display,5 hours
253,ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,"₹93,990",0,0.0,0,8 GB DDR4 RAM,,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,12 hours
254,Lenovo Thinpad E15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) E15 G2 Lapto...,"₹93,599","₹1,01,525",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,7 hours
255,HP 430 G8 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ProBook 430 G8 Business Laptop,"₹93,000","₹98,000",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Display,8 hours
256,ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP562WS Thin and Light Laptop,"₹87,990","₹1,38,048",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 Inch) Touchscreen Display,4 hours
257,HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,"₹92,990","₹1,12,671",3.7,3 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,10 hours
258,MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,"₹92,990","₹1,17,990",4.4,291 Ratings & 37 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display,6 hours
259,ASUS TUF Gaming F15 (2021) Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹92,990","₹1,24,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,6 hours
260,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹92,990","₹1,21,935",0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)",7 hours
261,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,6 hours
262,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,8 hours
263,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
264,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,"₹92,900","₹1,37,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,7 hours
265,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,5 hours
266,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,10 hours
267,APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹92,900",0,4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
268,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹91,990","₹1,03,990",0.0,0,8 GB DDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,0,39.62 cm (15.6 inch) Display,4 hours
269,MSI GF65 Thin Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹91,990","₹1,23,990",4.4,771 Ratings & 94 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
270,ASUS Ryzen 5 Hexa Core 5th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX AMD...,"₹91,949","₹1,18,999",0.0,0,8 GB DDR4 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor (5th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,6 hours
